NPI_DOC,PFNAME,PLNAME,NPI_ORG,ORG_NAME,DOC_SPECIALTY,DOC_CITY,DOC_COUNTY,DOC_STATE,DOC_ZIP
1992779839,ROBERT,STOLER,1760488936,HEALTHTEXAS PROVIDER NETWORK,Interventional Cardiology Physician,DALLAS,"Dallas ",TX,75226
1417290156,ZACHARY,ROSOL,1003811639,HEALTHTEXAS PROVIDER NETWORK,Interventional Cardiology Physician,DALLAS,"Dallas ",TX,75226
1144285966,UTTAM,TRIPATHY,1982882783,UTTAM TRIPATHY MD PA,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,SUGAR LAND,"Fort Bend ",TX,77479
1730333204,SHUAB,OMER,1699062349,SPECIALTY ASSOCIATES OF WEST HOUSTON PLLC,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,CYPRESS,"Harris ",TX,77429
1295774594,RICARDO,CIGARROA,1487742722,"LAREDO CARDIOVASCULAR CONSULTANTS,P.A.",Cardiovascular Disease Physician,LAREDO,"Webb ",TX,78041
1760461800,SCOTT,EWING,1821026352,"TEXAS HEALTH CARE, P.L.L.C.",Cardiovascular Disease Physician,FORT WORTH,"Tarrant ",TX,76104
1427083427,ASHLEIGH,PAYNE,1083631071,"MAGELLA MEDICAL ASSOCIATES BILLING, INC.",Pediatric Cardiology Physician,DALLAS,"Dallas ",TX,75231
1215016480,HECTOR,VILLASENOR,1598958431,"BHS PHYSICIANS NETWORK, INC",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78215
1679644371,BETSY,GEORGE,1003811639,HEALTHTEXAS PROVIDER NETWORK,Cardiovascular Disease Physician,DALLAS,"Dallas ",TX,75226
1952746547,KATHLEEN,ZHANG,1992746903,WASHINGTON UNIVERSITY,Cardiovascular Disease Physician,DALLAS,"Dallas ",TX,75390
1033171228,DAVID,BUSH,1083631071,"MAGELLA MEDICAL ASSOCIATES BILLING, INC.",Pediatric Cardiology Physician,LACKLAND A F B,"Bexar ",TX,78236
1144545781,KYLER,BARKLEY,1376598904,COVENANT MEDICAL GROUP,Cardiovascular Disease Physician,LUBBOCK,"Lubbock ",TX,79410
1851378889,RANDAL,WHITE,1487965000,"CARDIOLOGY CLINIC OF SAN ANTONIO, PLLC",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78229
1740415447,MOSTAFA,SHALABY,1942241146,UTMB FACULTY GROUP PRACTICE,Cardiovascular Disease Physician,GALVESTON,"Galveston ",TX,77555
1922209683,KHURRAM,AHMAD,1992151740,TEXAS HEALTH PHYSICIANS GROUP,Interventional Cardiology Physician,DENTON,"Denton ",TX,76201
1487604112,HARI,DANDAPANTULA,1093779704,SCOTT & WHITE CLINIC,Cardiovascular Disease Physician,TEMPLE,"Bell ",TX,76508
1477871192,RYAN,VAN WOERKOM,1477698223,IHC HEALTH SERVICES INC,Cardiovascular Disease Physician,DALLAS,"Dallas ",TX,75390
1144666207,RICHARD,SANCHEZ,1588008247,RENAISSANCE CARDIOLOGY GROUP,Cardiovascular Disease Physician,EDINBURG,"Hidalgo ",TX,78539
1891889754,DEBORAH,SCHUTTE,1750369203,"COOK CHILDREN'S PHYSICIAN NETWORK",Pediatric Cardiology Physician,FORT WORTH,"Tarrant ",TX,76104
1114274149,BENJAMIN,METZ,1427317577,KARAN S BHALLA MD PLLC,Interventional Cardiology Physician,PASADENA,"Harris ",TX,77505
1083642987,DAVID,OAKES,1194852418,MISSION CARDIOVASCULAR CONSULTANTS,Clinical Cardiac Electrophysiology Physician,NEW BRAUNFELS,"Comal ",TX,78130
1528229762,YUGANDHAR,MANDA,1740485879,"BAYLOR ST. LUKE'S MEDICAL GROUP",Cardiovascular Disease Physician,LUFKIN,"Angelina ",TX,75904
1710205208,JOHN,WATERS,1548215247,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,PLANO,"Collin ",TX,75093
1043438450,DUDLEY,HOLT,1083631071,"MAGELLA MEDICAL ASSOCIATES BILLING, INC.",Pediatric Cardiology Physician,AUSTIN,"Travis ",TX,78722
1104932342,ATIAR,RAHMAN,1518220094,"CONROE MONTGOMERY PHYSICIANS GROUP, PLLC",Cardiovascular Disease Physician,CONROE,"Montgomery ",TX,77304
1487611562,ANDREW,ROBINSON,1376598904,COVENANT MEDICAL GROUP,Pediatric Cardiology Physician,LUBBOCK,"Lubbock ",TX,79410
1063476877,CARLOS,MACIAS,1205890324,"CONSULTANTS IN CARDIO THORACIC AND VASCULAR SURGERY, P.A.",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,FORT WORTH,"Tarrant ",TX,76104
1255321980,SHERIF,ISKANDER,1144632621,ALIGNED PROVIDERS OF EAST TEXAS,Cardiovascular Disease Physician,TYLER,"Smith ",TX,75701
1356396303,USMAN,SHERIFF,1255448007,AM CARDIOVASCULAR SPECIALISTS PA,Cardiovascular Disease Physician,HARLINGEN,"Cameron ",TX,78550
1558527770,JOE,FAHED,1194789974,"WILLOWBROOK CARDIOVASCULAR ASSOCIATES, P.A.",Clinical Cardiac Electrophysiology Physician,HOUSTON,"Harris ",TX,77030
1700829744,GERALD,BULLOCH,1417996315,"GERALD F BULLOCH, MD, PA",Cardiovascular Disease Physician,DALLAS,"Dallas ",TX,75208
1477741122,WISSAM,KHALIFE,1942241146,UTMB FACULTY GROUP PRACTICE,Cardiovascular Disease Physician,GALVESTON,"Galveston ",TX,77555
1235369695,SATISH,CHANDRAPRAKASAM,1497367015,"TRIDENT HEART AND VASCULAR, PLLC",Interventional Cardiology Physician,FORT WORTH,"Tarrant ",TX,76132
1831137124,DAVID,MUSSELMAN,1689984585,"CARDIOLOGY SPECIALISTS OF NORTH TEXAS, PLLC",Interventional Cardiology Physician,PLANO,"Collin ",TX,75075
1588652010,ERIC,MENDELOFF,1194153650,"DALLAS PHYSICIAN MEDICAL SERVICES FOR CHILDREN, INC.",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,DALLAS,"Dallas ",TX,75230
1902998347,MARK,COLLIGAN,1598958431,"BHS PHYSICIANS NETWORK, INC",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78258
1407005176,EMMANUEL,AMULRAJ,1922445527,OSF MULTI-SPECIALTY GROUP,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,TEMPLE,"Bell ",TX,76508
1306104765,TYLER,BLOOMER,1174573596,TEXAS HEALTH PHYSICIANS GROUP,Interventional Cardiology Physician,FORT WORTH,"Tarrant ",TX,76104
1538195466,MIGUEL,QUINONES,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1609067560,PAUL,SCHURMANN,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Clinical Cardiac Electrophysiology Physician,HOUSTON,"Harris ",TX,77030
1700049285,TAPAN,JANI,1689984585,"CARDIOLOGY SPECIALISTS OF NORTH TEXAS, PLLC",Interventional Cardiology Physician,ARLINGTON,"Tarrant ",TX,76014
1669443115,SHERI,BOYD,1194852418,MISSION CARDIOVASCULAR CONSULTANTS,Cardiovascular Disease Physician,NEW BRAUNFELS,"Comal ",TX,78130
1891999470,HEATHER,RIEBEL,1215025598,"MEDCARE ASSOCIATES, P.A.",Pediatric Cardiology Physician,BOERNE,"Bexar ",TX,78015
1760641377,RIKESH,PATEL,1417117912,"HEARTPLACE, PA",Interventional Cardiology Physician,PLANO,"Collin ",TX,75075
1710073994,HAROONUR,RASHID,1639724164,PREMIER CARDIOLOGY CLINIC PLLC,Cardiovascular Disease Physician,WEBSTER,"Harris ",TX,77598
1841491297,MIAN,YOUSUF,1689984585,"CARDIOLOGY SPECIALISTS OF NORTH TEXAS, PLLC",Cardiovascular Disease Physician,DENTON,"Denton ",TX,76210
1932540143,CAROLINE,MARZBANI,1013915255,"KELSEY-SEYBOLD MEDICAL GROUP, PLLC",Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77025
1497730337,JORGE,GUTTIN,1245856087,TEXAS HEART MEDICAL GROUP,Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77030
1114982915,DAN,MEYER,1760488936,HEALTHTEXAS PROVIDER NETWORK,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,DALLAS,"Dallas ",TX,75208
1952341034,TUAN,NGUYEN,1588997233,SETON FAMILY OF DOCTORS,Cardiovascular Disease Physician,AUSTIN,"Travis ",TX,78705
1801887864,WILLIAM,CONNER,1326061714,"CARDIOTHORACIC AND VASCULAR SURGEONS,PA",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,AUSTIN,"Travis ",TX,78756
1720042716,JAMES,NORCROSS,1245490747,"HEARTPLACE, PA",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,ARLINGTON,"Tarrant ",TX,76012
1174849566,ELIZABETH,HARDIN,1760452767,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Advanced Heart Failure and Transplant Cardiology Physician,DALLAS,"Dallas ",TX,75390
1124076534,RICHARD,WRAY,1245490747,"HEARTPLACE, PA",Cardiovascular Disease Physician,ARLINGTON,"Tarrant ",TX,76012
1801862156,E. JOHN,SAMUEL,1750476230,"CARDIOVASCULAR ASSOCIATION, P.L.L.C",Cardiovascular Disease Physician,HUMBLE,"Harris ",TX,77338
1013146901,SAMAR,SHETH,1710549712,MEDICAL CENTER CARDIOVASCULAR ASSOCIATION,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1336193309,GHASSAN,ALZAGHRINI,1588605430,HILLCROFT MEDICAL CLINIC,Cardiovascular Disease Physician,SUGAR LAND,"Fort Bend ",TX,77478
1639112170,ANNIE,VARUGHESE,1639362213,ADVANCED CARDIOVASCULAR CARE CENTER PA,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77090
1447251178,DAVID,KESSLER,1700887700,"ST DAVIDS HEART & VASCULAR, PLLC",Clinical Cardiac Electrophysiology Physician,AUSTIN,"Travis ",TX,78756
1619114659,RACHEL,DEVANEY,1144632621,ALIGNED PROVIDERS OF EAST TEXAS,Interventional Cardiology Physician,TYLER,"Smith ",TX,75701
1760457469,JAMIL,MALIK,1922252717,"METHODIST PHYSICIAN PRACTICES, PLLC",Interventional Cardiology Physician,SAN ANTONIO,"Bexar ",TX,78201
1891014114,ROBERT,SALAZAR,1487669248,LIEBER AND MOORE CARDIOLOGY ASSOCIATES PA,Cardiovascular Disease Physician,KINGWOOD,"Harris ",TX,77339
1144438854,PENNY,"D'SOUZA",1982787487,HENRY FORD HEALTH SYSTEM,Cardiovascular Disease Physician,TOMBALL,"Harris ",TX,77375
1902094246,JUAN,MACHANNAFORD,1457651606,"NORTH TEXAS HEART SURGERY CENTER, PLLC",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,DALLAS,"Dallas ",TX,75246
1477657807,CHIMA,NWAUKWA,1225194129,METROPOLITAN CARDIOLOGY P A,Interventional Cardiology Physician,BEAUMONT,"Jefferson ",TX,77701
1265796130,DANE,GRUENEBAUM,1164920211,NIRP RIO GRANDE VALLEY PLLC,Interventional Cardiology Physician,EDINBURG,"Hidalgo ",TX,78539
1285624254,AMER,SULEMAN,1700837697,HEARTBEAT CLINIC PA,Clinical Cardiac Electrophysiology Physician,DALLAS,"Dallas ",TX,75230
1487855169,SCOTT,PILGRIM,1750369203,"COOK CHILDREN'S PHYSICIAN NETWORK",Pediatric Cardiology Physician,FORT WORTH,"Tarrant ",TX,76104
1962568642,CARLOS,RIZO-PATRON,1497014369,TEXAS PHYSICIANS GROUP,Clinical Cardiac Electrophysiology Physician,LUBBOCK,"Lubbock ",TX,79416
1477583052,AYMAN,KARKOUTLY,1912234733,"AYMAN KARKOUTLY, M.D., PA",Cardiovascular Disease Physician,LUBBOCK,"Lubbock ",TX,79410
1376582460,UMANG,SHAH,1598958431,"BHS PHYSICIANS NETWORK, INC",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78201
1356515787,SENDIL KUMAR HARI,PRASAD,1942241146,UTMB FACULTY GROUP PRACTICE,Cardiovascular Disease Physician,ANGLETON,"Brazoria ",TX,77515
1225072507,GERARD,ABREO,1275574139,DAVID HAMER MD PA,Cardiovascular Disease Physician,WEBSTER,"Harris ",TX,77598
1033113493,M.,HILMY,1447639265,HMC RGV PHYSICIANS GROUP,Cardiovascular Disease Physician,HARLINGEN,"Cameron ",TX,78550
1780613257,SUSAN,LAING,1033157821,UT PHYSICIANS,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1720078181,MICHELE,SARTORI,1720078181,unk,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1194773085,ROBERT,ROSENTHAL,1003811639,HEALTHTEXAS PROVIDER NETWORK,Cardiovascular Disease Physician,DALLAS,"Dallas ",TX,75226
1265457071,S M,KHALAFI,1457651606,"NORTH TEXAS HEART SURGERY CENTER, PLLC",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,FORT WORTH,"Tarrant ",TX,76104
1487716247,HEATHER,GAGE,1730412388,SETON FAMILY OF DOCTORS,Cardiovascular Disease Physician,TEMPLE,"Bell ",TX,76502
1336106715,DARREN,MCGUIRE,1760452767,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Cardiovascular Disease Physician,DALLAS,"Dallas ",TX,75390
1225012693,THOMAS,POLLARD,1598958431,"BHS PHYSICIANS NETWORK, INC",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,SAN ANTONIO,"Bexar ",TX,78217
1861458804,JAMES,KIRBY,1861561623,JAMES M KIRBY AND JOSEPH J FEDORCHIK,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,BRYAN,"Brazos ",TX,77802
1508019340,MARWAN,JUMEAN,1033157821,UT PHYSICIANS,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1447256110,DONALD,CROSS,1982607735,WACO CARDIOLOGY ASSOCIATES,Cardiovascular Disease Physician,WACO,"McLennan ",TX,76712
1366735375,CHRISTEL,CUEVAS,1326415035,"CORPUS CHRISTI HEART CLINIC, PLLC",Cardiovascular Disease Physician,CORPUS CHRISTI,"Nueces ",TX,78404
1134303035,JAMES,MANCUSO,1487965000,"CARDIOLOGY CLINIC OF SAN ANTONIO, PLLC",Interventional Cardiology Physician,LIVE OAK,"Bexar ",TX,78233
1831163153,STEPHEN,JOHNSTON,1033167234,"MEDICAL CLINIC OF NORTH TEXAS, PLLC",Cardiovascular Disease Physician,FORT WORTH,"Tarrant ",TX,76109
1275732604,MUSTAFA,DOHADWALA,1003811639,HEALTHTEXAS PROVIDER NETWORK,Clinical Cardiac Electrophysiology Physician,DALLAS,"Dallas ",TX,75231
1386624542,DALJIT,MUTTIANA,1437357357,CARDIOVASCULAR INSTITUTE PA,Cardiovascular Disease Physician,TOMBALL,"Harris ",TX,77375
1548353634,STEPHEN,LAI,1750369203,"COOK CHILDREN'S PHYSICIAN NETWORK",Pediatric Cardiology Physician,FORT WORTH,"Tarrant ",TX,76104
1497034789,MAHWASH,KASSI,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1144403387,GUSTAVO,GUAJARDO SALINAS,1811944101,TEXAS ONCOLOGY PA,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,SAN ANTONIO,"Bexar ",TX,78258
1013997360,MADAIAH,REVANA,1477768141,MADAIAH REVANA MD PA,Cardiovascular Disease Physician,HUMBLE,"Harris ",TX,77338
1437105541,ELIE,MOUHAYAR,1073574810,PHYSICIANS REFERRAL SERVICE,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1154398626,GIRIDHAR,VEDALA,1003985102,MEMORIAL HERMANN MEDICAL GROUP,Cardiovascular Disease Physician,CONROE,"Montgomery ",TX,77304
1043586159,DANIEL,GARCIA,1194874222,COAST CARDIOVASCULAR CONSULTANTS,Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77076
1730143975,THOMAS,HOANG,1285684225,CHRISTUS TRINITY CLINIC,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,TEXARKANA,"Bowie ",TX,75503
1386808723,SRINATH,VEMURI,1922061993,SCOTT & WHITE CLINIC,Cardiovascular Disease Physician,COLLEGE STATION,"Brazos ",TX,77845
1235161977,MICHAEL,MCBRIDE,1457651606,"NORTH TEXAS HEART SURGERY CENTER, PLLC",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,DALLAS,"Dallas ",TX,75230
1497986533,MANIKUMAR,BHEEMARASETTI,1245490747,"HEARTPLACE, PA",Interventional Cardiology Physician,ARLINGTON,"Tarrant ",TX,76012
1932109683,JUAN,TAVERAS,1255690046,"LAS PALMAS DEL SOL CARDIOLOGY, PLLC",Cardiovascular Disease Physician,EL PASO,"El Paso ",TX,79902
1235386392,DANIEL,LEE,1184691313,"LUMINIS HEALTH MEDICAL GROUP, LLC",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,TEMPLE,"Bell ",TX,76508
1326048588,MICHAEL,MELUCCI,1922252717,"METHODIST PHYSICIAN PRACTICES, PLLC",Cardiovascular Disease Physician,KERRVILLE,"Kerr ",TX,78028
1689768277,MOBEEN,MAZHAR,1265563696,MOBEEN MAZHAR MD PA,Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77065
1629288246,RUSSELL,CANHAM,1548660889,"ADVANCED HEART AND RHYTHM, PLLC",Clinical Cardiac Electrophysiology Physician,DALLAS,"Dallas ",TX,75237
1407975048,LEONARDO,SALCEDO,1588008247,RENAISSANCE CARDIOLOGY GROUP,Cardiovascular Disease Physician,EDINBURG,"Hidalgo ",TX,78539
1467470542,MANUEL,CACERES POLO,1225168784,"J. MARK MORALES, M.D., PA",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,CORPUS CHRISTI,"Nueces ",TX,78404
1609131929,ANDRES,VASQUEZ DONADO,1154845543,ANDRES VASQUEZ MD PLLC,Cardiovascular Disease Physician,BELLAIRE,"Harris ",TX,77401
1689611378,JOSE,QUINONES,1083631071,"MAGELLA MEDICAL ASSOCIATES BILLING, INC.",Pediatric Cardiology Physician,WEBSTER,"Harris ",TX,77598
1821397092,NATHAN,LO,1174573596,TEXAS HEALTH PHYSICIANS GROUP,Interventional Cardiology Physician,FORT WORTH,"Tarrant ",TX,76104
1093722019,SIDDHARTHA,ACHARYA,1245245067,SID ACHARYA MD PA,Cardiovascular Disease Physician,TEXAS CITY,"Galveston ",TX,77591
1780990341,SALMAN,BANDEALI,1851516272,CARDIOLOGY ASSOCIATES P.A,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1275890329,JOHN,TYLER,1831224948,CARDIOLOGY CONSULTANTS OF HOUSTON,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1811338361,MOHAMAD,KABACH,1417117912,"HEARTPLACE, PA",Interventional Cardiology Physician,RICHARDSON,"Collin ",TX,75082
1720209315,RAMAMANOHARA,PAI,1174683239,CARDIOLOGY CENTER OF HOUSTON PA,Cardiovascular Disease Physician,KATY,"Harris ",TX,77450
1497782858,NATASHA,ILISKOVIC,1750476230,"CARDIOVASCULAR ASSOCIATION, P.L.L.C",Cardiovascular Disease Physician,HUMBLE,"Harris ",TX,77338
1124067004,VIJAY,NAMBI,1881026664,BAYLOR COLLEGE OF MEDICINE,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1518968411,ROBERT,CANBY,1700887700,"ST DAVIDS HEART & VASCULAR, PLLC",Clinical Cardiac Electrophysiology Physician,AUSTIN,"Travis ",TX,78705
1023301215,REEHAN,SHAHZAD,1881909034,ACCLAIMED CARDIOVASCULAR CENTER PA,Cardiovascular Disease Physician,TOMBALL,"Harris ",TX,77375
1871541466,ALAN,MOBLEY,1871541466,unk,Cardiovascular Disease Physician,CONROE,"Montgomery ",TX,77304
1821030438,GLORIA,HUI,1760423263,HOUSTON CARDIAC CLINIC P.A.,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77024
1083898365,GAUTAM,REDDY,1417117912,"HEARTPLACE, PA",Interventional Cardiology Physician,PLANO,"Collin ",TX,75075
1245468545,JOSE,CONDADO CONTRERAS,1093779704,SCOTT & WHITE CLINIC,Interventional Cardiology Physician,ROUND ROCK,"Williamson ",TX,78665
1750382313,VINCENT,AQUINO,1740485879,"BAYLOR ST. LUKE'S MEDICAL GROUP",Cardiovascular Disease Physician,THE WOODLANDS,"Montgomery ",TX,77384
1972624229,SAM,NASSAR,1821026352,"TEXAS HEALTH CARE, P.L.L.C.",Cardiovascular Disease Physician,FORT WORTH,"Tarrant ",TX,76104
1598712812,JONATHAN,ALIOTA,1013915255,"KELSEY-SEYBOLD MEDICAL GROUP, PLLC",Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77057
1801908942,ALAN,LESHNOWER,1033447065,"ALAN C LESHNOWER MD, PA",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,ODESSA,"Ector ",TX,79764
1093801581,DAVID,HAYES,1942410139,"HEART OF TEXAS CARDIOLOGY, P.A.",Cardiovascular Disease Physician,AUSTIN,"Travis ",TX,78705
1770507030,MARK,FELGER,1326061714,"CARDIOTHORACIC AND VASCULAR SURGEONS,PA",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,AUSTIN,"Travis ",TX,78756
1548308117,PURNIMA,HIRUDAYARAJ,1376656959,"THEDACARE, INCORPORATED",Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1215998091,GREGORY,OLSOVSKY,1093779704,SCOTT & WHITE CLINIC,Clinical Cardiac Electrophysiology Physician,TEMPLE,"Bell ",TX,76508
1841293909,ALFRED,BRADY,1366416919,"ADVANCED CARDIOVASCULAR SPECIALISTS, LLP",Cardiovascular Disease Physician,BEAUMONT,"Jefferson ",TX,77702
1467412619,MARGARET,HAPPEL,1093779704,SCOTT & WHITE CLINIC,Cardiovascular Disease Physician,TEMPLE,"Bell ",TX,76508
1629039904,SHANMUGAM,UTHAMALINGAM,1891159521,NACOGDOCHES CARDIOVASCULAR ASSOCIATES PA,Cardiovascular Disease Physician,NACOGDOCHES,"Nacogdoches ",TX,75961
1356313043,ERIC,HOENICKE,1326061714,"CARDIOTHORACIC AND VASCULAR SURGEONS,PA",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,AUSTIN,"Travis ",TX,78756
1538349360,KATHERINE,HARRINGTON,1003811639,HEALTHTEXAS PROVIDER NETWORK,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,PLANO,"Collin ",TX,75093
1083696652,JULIAN,SANCHEZ,1326415035,"CORPUS CHRISTI HEART CLINIC, PLLC",Cardiovascular Disease Physician,CORPUS CHRISTI,"Nueces ",TX,78404
1114974011,NIMA,AMJADI,1770198665,"NA MEDICAL, PLLC",Interventional Cardiology Physician,AUSTIN,"Travis ",TX,78745
1306030150,SANJAYKUMAR,PATEL,1497071567,"COMPREHENSIVE CARDIOVASCULAR CARE OF THE WOODLANDS, P.A.",Interventional Cardiology Physician,THE WOODLANDS,"Montgomery ",TX,77384
1972897171,STEVEN,HAMILTON,1255690046,"LAS PALMAS DEL SOL CARDIOLOGY, PLLC",Clinical Cardiac Electrophysiology Physician,EL PASO,"El Paso ",TX,79902
1306834023,WILLIAM,LAIRD,1194153650,"DALLAS PHYSICIAN MEDICAL SERVICES FOR CHILDREN, INC.",Pediatric Cardiology Physician,DALLAS,"Dallas ",TX,75251
1902163033,LUIS,BOWEN,1679837785,"G. MARK JENKINS, MD PA",Interventional Cardiology Physician,DALLAS,"Dallas ",TX,75208
1093797193,KASI,CHEKURI,1326415035,"CORPUS CHRISTI HEART CLINIC, PLLC",Cardiovascular Disease Physician,CORPUS CHRISTI,"Nueces ",TX,78404
1790737633,EMERSON,PERIN,1245856087,TEXAS HEART MEDICAL GROUP,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1467451971,KEVIN,LISMAN,1487746020,HOUSTON CARDIOVASCULAR ASSOC INC,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1083875181,NANDINI,NAIR,1801844402,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER LUBBOCK,Advanced Heart Failure and Transplant Cardiology Physician,LUBBOCK,"Lubbock ",TX,79430
1760594238,NADISH,GARG,1417272691,"RAJAN KADAKIA, M.D. P.A.",Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77089
1578977856,THOMAS,SPERRY,1245490747,"HEARTPLACE, PA",Cardiovascular Disease Physician,ARLINGTON,"Tarrant ",TX,76012
1073862488,LOLA,XIE,1881026664,BAYLOR COLLEGE OF MEDICINE,Advanced Heart Failure and Transplant Cardiology Physician,HOUSTON,"Harris ",TX,77030
1811955123,IYAD,RASHDAN,1245490747,"HEARTPLACE, PA",Interventional Cardiology Physician,BEDFORD,"Tarrant ",TX,76022
1578566006,MOUNIR,BORNO,1497014369,TEXAS PHYSICIANS GROUP,Cardiovascular Disease Physician,LUBBOCK,"Lubbock ",TX,79416
1518166354,MICHAEL,HENDERSON,1700887700,"ST DAVIDS HEART & VASCULAR, PLLC",Cardiovascular Disease Physician,GEORGETOWN,"Williamson ",TX,78626
1174815005,JESSE,LEE,1285079764,BAYLOR COLLEGE OF MEDICINE,Pediatric Cardiology Physician,SAN ANTONIO,"Bexar ",TX,78207
1457562274,KAMRAN,SHAIKH,1730412388,SETON FAMILY OF DOCTORS,Cardiovascular Disease Physician,KYLE,"Hays ",TX,78640
1285860080,RICARDO,BELLERA,1487669248,LIEBER AND MOORE CARDIOLOGY ASSOCIATES PA,Cardiovascular Disease Physician,HUMBLE,"Harris ",TX,77338
1891716403,STEPHEN,MANISCALCO,1982119061,"ELITE HEART, LUNG, AND VEIN SURGEONS",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,SHENANDOAH,"Montgomery ",TX,77380
1528074317,JAMES,CACCITOLO,1285684225,CHRISTUS TRINITY CLINIC,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,TYLER,"Smith ",TX,75701
1639161011,MAGED,AMINE,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77070
1588817340,SIDDHARTH,PRAKASH,1033157821,UT PHYSICIANS,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1902817992,KYLE,SMITH,1144632621,ALIGNED PROVIDERS OF EAST TEXAS,Interventional Cardiology Physician,TYLER,"Smith ",TX,75701
1003874371,EARL,MANGIN,1487746020,HOUSTON CARDIOVASCULAR ASSOC INC,Cardiovascular Disease Physician,SUGAR LAND,"Fort Bend ",TX,77479
1679521736,DAVID,MAY,1992151740,TEXAS HEALTH PHYSICIANS GROUP,Interventional Cardiology Physician,LEWISVILLE,"Denton ",TX,75067
1245317742,JACK,SCHWADE,1689984585,"CARDIOLOGY SPECIALISTS OF NORTH TEXAS, PLLC",Cardiovascular Disease Physician,DALLAS,"Dallas ",TX,75230
1285641704,RAUL,MARTINEZ,1285641704,unk,Cardiovascular Disease Physician,EDINBURG,"Hidalgo ",TX,78539
1962455071,SHERMAN,TANG,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Cardiovascular Disease Physician,SUGAR LAND,"Fort Bend ",TX,77479
1891766986,MARK,LINK,1760452767,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Clinical Cardiac Electrophysiology Physician,DALLAS,"Dallas ",TX,75390
1326209891,BENJAMIN,HIRSCH,1669418547,UMC PHYSICIANS,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,LUBBOCK,"Lubbock ",TX,79415
